article_id,user_id,content,query_type,label
80c65e8cba30330d5402e88a4b3a0776,2125494943,#天狼通知#今晚19:00（5月18日），神农投资董事长陈宇@陈营长极品投资 为大家来带公开课《鼎信神农日——陈营长漫话极品投资》，敬请期待！[鼓掌]【[话筒]如何收看】微博@天狼50官方 主页查看直播链接，也可以下载【一直播】手机APP搜索【天狼学院】或【ID：111823597】收看哦！ ????????,query8,0
80c6f3a265d640f2e220b06ee32909ee,5677714701,"#黄金原油外汇走势#中融国际骗局再次升级！为何猛男会悔恨落泪？正所谓内行看门道外行看热闹,人们往往都被所谓高额利益所蒙蔽双眼,忘记了利益下的巨大风险,不法份子利用人们对于暴利的渴望,撒下一张带人们致富的大网,待人们都进入网中再任其收割！当今金融市场上最为泛滥的“黑平台”，是没有任何经管资质的，不要被老师晒的盈利单所诱惑！市场就在这里，每逢行情，几家欢喜几家愁，你有没有想过为什么唯独你次次亏损，真的是你时运不济吗？律令追损觉得其实不然，你应该回过头来思考一下为什么亏损，你投资的平台合法合规吗？你操作的平台在我国境内是否受监管，以及平台点差、滑点范围是否合规？今天律令追损就跟大家聊一聊如何正确维权辨识黑平台!揭晓网络金融骗局，希望可以帮助到广大投资者!中融国际亏损被骗投资者律令追损维权已有追回成功案例！追回时间仅需一周！律令追损揭秘时刻！投资者自诉被骗经过！--曝光平台：中融国际带单老师：猎狐老师、满堂红老师（助理：微笑）操作产品：伦敦金、伦敦银、美原油带单方式：交流群喊单、一对一、直播间刘先生含泪自述：“今年8月份，我接到一个陌生人打来的电话，他说他们在做活动可以免费推荐股票，于是我便加上了她，他先是把我拉到了一个股票群，每天群里面都会发布股票信息，给我们推荐各种股票，以及每天给我们发送直播间链接让我们听直播上课，直播间有猎狐，满堂红两位老师轮流为我们讲课，大约讲了2周，老师就推荐我做伦敦金，伦敦银。说这个是t+0的交易，能赚钱。现在股票的行情不好不赚钱，然后就给我们推荐中融国际平台的开户客服。让给我们联系客服注册账号，在老师助理的帮助下，教我们怎么入金怎么操作。刚开始的时候跟着老师操作都能小幅的获利。每次操作老师助理都会让我们把仓位截图给他，时刻提醒我们要严格按照他的指令操作，总是强调要有执行力，之后老师总是说我的仓位太小扛不住风险，在9月13号，周五的时候，下课后，老师助理告诉我们，买空单是能收益个50个点以上。结果这一次买上了就把钱全都赔进去了，老师也没有告诉我们止损出局，等赔的差不多了，老师助理就问了空单还在不在？钱都赔没了，还在什么呀？之后猎狐老师就说中秋之后会有一大波行情，希望大家准备好炒股炒股资金，帮大家把亏损的炒股炒股资金都赚回来还能盈利，当时，我也没怎么在意，还想着怎么跟着老师把之前的亏损炒股炒股资金给赚回来，在中秋休市的那几天，我上网查资料时，偶然间看到律令追损维权维信LLzs985发表的一篇帖子，有关中融国际平投资频繁亏损的黑幕，我仔细看了一遍，里面讲述的亏损套路，简直和我的遭遇一模一样，这时，我才反应过来，自己是被骗了。”案件处理过程：我司接手刘先生的案子后让其把喊单记录、银.行.流.水、平台出入金记录、交易记录等资料交给我们。我们发现中融国际平台和市面上黑平台的诈骗模式相同，都是利用自己架设的内盘操作平台，员单位发展客户在该平台进行外汇买卖。实际上，客户的钱根本没进入国际市场，买进卖出只是程序模拟的虚假交易，钱全部进入了骗子的口袋。团队律师随后为刘先生起草相应法律文件，并正式提交给涉案公司，经过一周的处理！终成功帮刘先生追回在中融国际被骗的资金！中融国际亏损被骗投资者律令追损维权已有追回成功案例！追回时间仅需一周！律令追损温馨提示！--??看到这里想必很多人都觉得非常熟悉，这正是说的自己的经历，原来一直亏损的原因在这，原来是被骗了，那现在该怎么办呢？多少家庭因为被黑平台骗走血汗钱而支离破碎，又有多少受害者因为投资外汇期货心力交瘁，维权道路很艰辛。当你投资中有不正常亏损时一定要及时截图保留聊天正据。投资须谨慎，凡吹嘘自己、高额回报、境外投资、远程操作都存在超高风险。维权是有时效性的！早一步找到我们律令追损团队，平台转移资金的可能就会减少一分！我们在这个市场已经生存多年，始终与设局者对着干，不管网络上多少抹黑与非议，只要多帮助一位客户，就能多整顿一分行业风气！律令追损郑重申明：我们虽不能保证帮你百分百追回你的资金，但只要你的证据充分，我们定会竭尽全力以最短的时间帮你追回你的损失，我们在此承诺，不追回你的资金决不会收取任何费用。律令追损一直本着全心全意的态度为广大投资者维护权益!文/律令追损编辑/LLzs985",query1,4
80c976a455be860a421140645e4427da,1068385283,泥沙俱下乃调仓换股的机会&#xe627;辉声辉色论涨停&#xe627;投资达人说L@宇辉战舰 的一直播（下载App->O网页链接） ????????,query8,0
80c9f4d5237d60c60b363ecdd0b125f1,2953627482,发表了博文《文华财经股指期货代理丨文化财经股指开户》股指期货市场是根据股市大盘的经济指数进行买卖，规避了“只涨指数不赚钱”的现象股指期货市场是国内除股票以外的最大、最权威、最受欢迎的投资产品，俗称”沪O文华财经股指期货代理丨文化财经股指开户 ??,query3,0
80cc1c27f9c7f5a8b4295cfd55eff9eb,5994003317,【#二维码付款被盗刷 微信全额赔付#  】近日，重庆江北公安分局破获一起在超市收银处盗刷微信资金案件。微信回应称，若遭遇资金被盗，用户可以通过微信支付“百万保障”申请被盗赔付，或在账单详情中投诉，确认被盗情况属实，微信支付会对被盗金额进行全额赔付。L央视新闻的秒拍视频 ????????,query1,0
80cc78819c7ae94db6a16601656013f7,5494568498,发布了头条文章：《财信期货不正规！盈宽财经直播间杨少凯、孙宇朋带单亏损出金困难！》  O财信期货不正规！盈宽财经直播间杨少凯、孙宇朋带单亏损出金困难！ ??,query1,4
80ce581d8f5c6d133393dddddfe2ae03,3247654494,易会满：大力推进完善资本市场的法治制度体系 | 每日经济新闻O易会满：大力推进完善资本市场的法治制度体系 ????????,query7,0
80d088617d994c51c6acce6f636d7d13,6386616716,拜托一定让俺过读上研究生吧啊啊啊啊啊拜托！！过了马上在英国买台电脑贡献gdp好吗好吗好好好好好好！ ??,query7,0
80d1421f233f432990d854b694e3a5a3,2359782291,对！最可怕的就是牛熊市看不懂的假货V，买个炒股软件，天天码字抄写炒股软件弹出来的提示，波段这波段那，B点买S点卖，压力这支撑那，照本宣科大展忽悠术几分钟发个上来忽悠粉丝！不信你仔细观察！麻蛋的，有在炒股的不用看盘不用交易？//@ZHU中:这些假货专业名称是：忽多忽空忽悠死人不偿命的歪嘴和尚,query7,0
80d180ddce49cc448ae6c38c7381dfe2,5051077448,实时播报：【苏宁：推出总额10亿“超级双十二补贴”】今日，苏宁易购发文表示，感谢这段时间大家对苏宁的关心，“把我们都送上了热搜了”。为了让吃瓜群众薅到羊毛，从双十二当日0点起，苏宁推出总额10个亿的“超级双十二补贴”。...（关注公众号“快兰斯订阅号”进微信24小时直播群） ????????,query1,0
80d3fd3d5a7e48987be549422b339ab9,6589353851,赚钱机会来了！原子币是未来的B特币！今年5月25日上线，发行价0.01元，今天为0.017元，现在注册送1000个原子币，机不可失，别小看这1000个原子币，主网上线后将按1：10的比例配送原子币，如果那时候涨1毛，1元，10元…别后悔！?我的邀请码为SLHLUA（长按图二维码直接注册）??????????????新出美元国际支付结算币——世界货币【原子币ATOS】！今天官网平台价每枚0.017元【原子币】替代美金结算，世界通用！取代美元霸主地位，解决比特币以太坊的痛点不足问题，360行流通运用，解决美元结算美国掠夺他国资产的问题，用区块链改变世界????????天天选择外国币圈项目，这一次遇到我们中国自己的3.0原子链是每个国人全球人不可错过的选择，遇到就是赚到，免费注册免费赠送持有，抓住这个具有世界格局的3.0区块链数字货历，进群或下载App了解，你一定会发觉选了那么多项目，原子链才真正选对一次了??????????免费注册登录就赠送1000原子币，预期价值1.25万人民币！??????福利机制：1.免费注册登录就送1000个原子币。升值空间巨大！2.分享给朋友注册并登录，双方各有1000个原子币。3.推广能享受分红奖励：直推分红8%~28%，二级团队收入分红3%~12%！只要你肯努力，抓住先机，免费推广，真正可实限0投资1个日入过3-10万元哦4.每天参加活动可增加挖币算力，挖到更多原子币。5.赠送和挖出的币可以直接在商城购物。购物可增加算力，还获得再赠送等值的原子币。6.赠送的原子币不锁仓，直接提币或交易变现。??????????区块链迪拜华人首富【原子币】发明人暨CEO廖望先生，在5月28号在中国国际大数据博览会大厅做了【原子链】路演。【演讲内容】：原子链的原子币绑定美元等比使用，代替美元国际支付！????????现在每年国际美金支付几百万亿美金，原子币总量才是：1000亿枚，等比升值空间巨大！又一个万倍传奇币即将诞生！??????????????注册后一定要实名认证！！！你注册原子币获到1000枚赠送币，推荐一名会员，平台奖励1000原子币。你必须实名认证后才有效，否则无法提现及挖矿营运 收起全文d,query8,2
80d486e2f4cc3ff61d46f571644a1faa,2941803627,回复@焰子8:从短线逐利来说，如果明天走势强劲，可以加。//@焰子8:k大，数码现在价位可加仓吗？//@BFTK线向上:回复@岁月如尘亦如风:上升趋势进行时，当然拿好了。//@岁月如尘亦如风:老师，双塔食品继续拿着待涨吗？,query1,0
80d57a7307746439565b40b9ba0c23b1,5777583070,发布了头条文章：《百利好环球跟着信任的老师却总是在亏损?投资者应该如何自救!》 #百利好环球##百利好环球被骗##投资理财##投资被骗##理财被骗##金融诈骗##今日看盘##股指期货##沪深300##数字货币##股票配资##证券##期权##现货##大宗商品##315打假#  O百利好环球跟着信任的老师却总是在亏损?投资者应该如何自救! ??,query1,4
80d64390262316f1c1da22bd697a3dfe,6443246459,置顶#恒生指数##投资2020#今日开始恢复正常带单。2020年依旧关注李晟，疫情无情，人间有爱！盘中指导依旧是恒指金油，德指纳指，咨询Q：87073394威：lxhhz086【恒指 恒生指数 德指 纳指 黄金 原油 喊单 期货】$恒生指数 hkHSI$ ????????,query1,1
80d67dc62e7a42451dcfa0cb3e02b2a2,2199857332,&#xe627;股市风暴超话 美国新增超3.7万 吉利德公开瑞德西韦定价 中东确诊破百万 (来自见闻VIP APP) ????????,query7,0
80d6883b31c36764f58ca4bdabbf5cef,1658605145,发表了博文《大盘或在蓄势中阳线》大盘或在蓄势中阳线今天大盘在银行、保险等蓝筹股拉升的带动下，两市大盘探底回升，大盘最低回踩3403点附近，这附近就是大盘60分钟生命线，有一定的支撑，随后开始反弹，大盘&#xb0;大盘或在蓄势中阳线 ????????,query7,0
80d70582430af1233f281c3fb89bc4c4,3056165324,美盘开启之时也将公布美国9月零售销售月率数据，这对于市场又将会掀起很大的波浪。美国9月零售销售月率前值0.4% ，预测值0.3%，预测值明显小于前值，这是利多黄金信号，不过还要已公布值为准，预测数据不能作为进场的依据。老师已布局好单子，正在派发单子中，要跟上实盘操作的朋友可以直接联系我，领取单子进场实盘收割利润。&#xe627;国际黄金超话 #外汇黄金#&#xe627;原油期货超话 #恒生指数#,query1,1
80d76dc7b6502f769937358e18fc3451,3925024961,美指再次下探，促使黄金反弹，但是美指快到支撑位，对应的黄金也接近压力位，有仓位的朋友可以继续跟上圣贤老师实盘实时提示反弹进空，切记进场点位与平仓点位甚是重要，各位严格按照实盘提示操作即可，错过切勿跟进。#外汇黄金超话## 国际黄金##伦敦金走势##外盘黄金期货原油##贵金属# ????????,query1,1
80d79c5094a78b0298c4989d0c857c12,7170162796,今日曝光！#股指期货##万赢在线#【正心法援】操作黄金，外汇，配资，股指，策略等亏损的朋友，你们做的平台绝大多数都不正规，亏损都是不正常的，大家要意识的到，通过法律手段维护大家的权益，帮大家追回投资损失！风险代理，不成功不收费！ ??,query2,4
80d863f34cad639aa49feec82e2cff03,3629006891,李大霄的文章可以轻视，但易会满主席的文章不可轻视 ????看到这篇文章我笑了仿佛看到刘主席了，原来李大霄拍马屁的功夫一流，沈腾演的小品马屁精的经典作品，李大霄有没有看，老实点吧 ????????,query7,0
80d8c6cdaececef85c7ac60d0294275c,2277929345,#道琼斯指数#高开是股指期货拉起来的，开盘后就一路下跌，破昨晚新低怕没什么悬念。而且这样下跌还伴随着放量，如图一。 ??,query7,0
80da691920879152219c26856ce23f5c,1640337222,【全球经济放缓的又一信号：航运费率半年内腰斩】贸易降温、全球经济放缓，2018年下半年以来，干散货和集装箱船运费持续下跌。波罗的海干散货指数BDI已经从去年7月的高点，下跌了47%，创下2018年4月以来的新低。不仅是干散货市场费率下滑，Harpex集装箱船指数租船指数也在下跌，2018年6月以来下跌了30%。O全球经济放缓的又一信号：航运费率半年内腰斩,query7,0
80db78a0e7eda1a3e5509c964b5fef64,1249424622,所有的观点兼听则明！另外，投资有时候也需要一点娱乐[笑cry]//@利根川进:做价投快十年了，很理解大霄老师的菩萨心肠，每次困难的时刻听到大霄老师的声音很是温暖，我的收益率也可以给大霄老师正名??查看图片 //@李大霄:虽然承受了漫天的谩骂，但一万个人中能帮到一个，就是胜利[心],query1,0
80dba30896ab95e70c0de52d30fb4368,6137036142,大家早上好，欢迎来到老师微博，在这里为你指点迷津！新老朋友点赞转发支持一下哈，你们的支持是我最大的动力！！感谢大家的支持，新的一天新的开始、新的收获，关注我的微博：+热点捕捉+市场分析+个股解答，祝大家投资愉快！！#财经##股票#$王府井 sh600859$$凯撒文化 sz002425$@A股侠十三郎,query1,1
80ddcd0a29963ca098bb731dd38a5d2a,2183570524,【山西汾酒：2019年净利润为20.24亿 同比增长37.64%】山西汾酒公告，2019年总营收为119.14亿，同比增长26.57%；净利润为20.24亿 同比增长37.64%。 ????????,query7,0
80ddd61df12f1c1aac6e7f3f0d0d2c4d,5051077448,实时播报：★★【港股小幅收高 国美系全线大涨】港股恒指收涨0.3%，地产股、物业管理股涨幅居前，佳兆业美好涨10%，九龙仓置业、碧桂园、恒隆地产涨逾2%；国美系全线大涨，国美零售涨超13%，国美金融科技涨超9%。...（关注公众号“快兰斯订阅号”进微信24小时直播群） ????????,query1,0
80de2755b3e43bd32143f9bb82c549f4,7170162796,今日曝光！#股指期货##兴证期货#【正心法援】操作黄金，外汇，配资，股指，策略等亏损的朋友，你们做的平台绝大多数都不正规，亏损都是不正常的，大家要意识的到，通过法律手段维护大家的权益，帮大家追回投资损失！风险代理，不成功不收费！ ??,query2,4
80de5aadd068301acc8a41a8b0713e96,1174905794,发表了博文《南开大学张勇老师老师简介联系方式》张勇老师简介现任南开大学法学院教授，法学研究所所长；伦敦大学法学硕士，北京大学法学博士；天津市人民政府法律顾问；中国国际法学会常务理事；中国国际经济贸易仲O南开大学张勇老师老师简介联系方式 ??,query1,0
80df37982b5ce8b40e43cd20ffb14520,5829948012,复利达正规吗？被骗亏损黑幕真相遭曝光！投资者速来退费#国际护士节##证券# #外汇维权亏损##期货信管家超话##外汇超话##期货黄金原油投资超话##黄金超话# #黄金外汇维权##期权期货外汇黄金超话##上证指数超##mt4指标哪款准确率最高超话# #原油超话##黄金期货超话#专业法律咨询微信:（An10881）凡是投资股票配资外汇黄金原油恒指期货被骗亏损，达到以下要求都可以追回资金：1亏损额度超过2万元.2交易记录在半年内.3有交易报表银行流水.4平台没有跑路还在运作　.5有平台业务员喊单老师聊天记录满足以上5个条件有把握追回、3-15工作日，个别平台30工作日以上。签署明确的协议书，不成功不收费 ！#原油超话##黄金期货超话# 收起全文d,query1,4
80dfbb96cd5f5816bc435ec6e2cee6b1,6103983042,"&#xe627;今日牛股超话 今天的#投顾面对面# 直播已经结束，今日股民朋友非常热情，关于：养殖板块持续下挫，下周相关个股抄底机会（名单）！下周股市将突破上涨？这波操作可抓上升波段！本周股市不尽人意，这类板块将重燃股民热情！电子竞技板块领涨首秀，哪些个股迎“升”机？沪指上攻3000点受阻，下周提前抓住这条主线最稳！三大股指横盘震荡，这几只龙头股必须介入!这些问题老师都一一解答了，大家记得及时关注我的微博，和助理微信(tougu2019001),及时更新，及时关注哟！",query1,1
80e1d03c117fdc9b232a5cf223dca437,1609962335,这么多看大盘炒股的，想问下，港资持仓比例排名靠前的科技股，走势和大盘有几个一样的？~[吃瓜] ????????,query7,0
80e269663359981dda79f5e27663b630,1885454921,工信部修订《电信业务分类目录（2015年版）》，新增第五代数字蜂窝移动通信业务。《目录》在A类“基础电信业务”，“A12蜂窝移动通信业务”类别下，增设“A12-4 第五代数字蜂窝移动通信业务”业务子类。具体业务表述为：“第五代数字蜂窝移动通信业务是指利用第五代数字蜂窝移动通信网提供的语音、数据、多媒体通信等业务”。其他业务维持不变。,query7,0
80e2c876bf376442f35e6145858d8a6f,6397947158,可喜可贺。周三早盘推荐的$神州泰岳 sz300002$ 强势拉升涨停。还有质疑我的吗？老师很多，能力有高低，选股也有不同！恭喜把握到该股的老铁！每天都有大肉！群众的眼睛是雪亮的，恭喜恭喜，一同喜迎财富！！跟上的朋友别忘了点赞转发支持一下哈！ ????????,query1,1
80e6630c8596496a0ba6e8ff4f238a10,6874063309,"大型国企安全可靠、AA最高评级全国排名前五期货公司，期货期权网上开户1、手续费交易所加1分，行内最低。例如螺纹价格3300，手续费开平手6.6元左右，豆粕开平1.51元。另外，50etf期权1.8，白糖期权1.6，豆粕期权1.1。2、可申请最低保证金交易所+0,例如螺纹一手交易所保证金为3400元左右，豆粕一手保证金为1780元左右。3、手续费返还50%-90%，返佣门槛低，节省交易费用，增加收益率。4、开户直接享受CTP主席通道，速度流畅，出入金不留底，公司自有免费随身行交易软件。5、手机电脑互联网开户，便捷方便，给您一站式服务体验。详情咨询加微信：F691961960；QQ：691961960#期货##期权##股指##股票##铁矿石##原油##pta##豆粕##橡胶##玉米##铜##股指期货##上证50etf期权##商品期权##原油##铁矿石##螺纹钢##纸浆##乙二醇##黄金##白银##铜##铝期货##镍##聚氯乙烯##pvc##棕榈油##玉米##纸浆##镍##玻璃##甲醇##期货法规##菜粕##焦煤##投资##中美贸易战新主张##美元##原油##生猪价格突破历史高位##特朗普##川普##沪镍期货##沪镍期货#&#xe627;股指期货超话#股指期货##股票##原油期货##金融期货##期货投资##投资##中期协发布##股指期货##外汇##美原油##中美经贸##港交所##沪深300股指期货##上证指数(sh000001)##股指期货##沪深300etf期权##上证50etf期权##甲醇##PTA##郑商所##人民币破7##中央经济工作会议##财经##新浪财经##期货##新浪财经##期货原油##螺纹钢期货##我国首个股指期权上市##A股延迟开市##棕榈##期货##股指##白银期货##原油##股市##期市##螺纹钢##股市##期货##道琼斯##原油##美股熔断##财经##中国可能是世界投资避险的最佳区域##伊朗总统谴责美国制裁妨碍抗击疫情#",query1,0
80e6cc36f100b0ef8fa0cb426dd1b1e1,5743588281,【软银股价一度下跌10%】软银股价一度下跌10%，此前公司投资的美国卫星初创公司OneWeb申请破产。作为日经225指数的第二大成分股，软银的大跌带动日经225指数跌幅扩大至超3%。 ????????,query7,0
80e826cafb900b187c0f908b6dabdf76,3738207074,集合竞价：$华媒控股 sz000607$ $凯恩股份 sz002012$ $沪电股份 sz002463$ $神奇制药 sh600613$$新宏泰 sh603016$ 在涨幅榜前列$中体产业 sh600158$ $盛运环保 sz300090$$中科曙光 sh603019$ $黑芝麻 sz000716$ $新纶科技 sz002341$ 在跌幅榜前列 大盘高开 创业板次新股红盘跌停板6个 涨跌比2:1题材好像还行,query7,0
80eca14657682dfb56867484a4089c3d,5777583070,"发布了头条文章：《稀交所！包头稀土产品交易所于泳,张剑龙在赢在起点带单可信吗？》 #包头稀土产品交易所##包头稀土产品交易所##投资被骗##理财被骗##投资理财##金融诈骗##今日看盘##股指期货##稀土# #315打假# #沪深300#  O稀交所！包头稀土产品交易所于泳,张剑龙在赢在起点带单可信吗？ ??",query1,4
80ed392a7d756682e1505813632b381f,5051077448,实时播报：【中国移动正在酝酿成立10亿元创投基金】中国移动投资公司副总经理袁利华在2019年中国移动全球合作伙伴大会媒体沟通会上表示，正在酝酿成立一个10亿元规模的创投基金，以投资孵化5G产业链下游的创新应用。（中证网）...（关注公众号“快兰斯订阅号”进微信24小时直播群） ????????,query1,0
80eeb6b3f0c4e8b4156814ba12e970fa,3570380647,美股大盘收涨之际，航空股下跌，波音跌超5%，西南航空跌超2%，达美航空、美国航空跌超1%。 ????????,query7,0
80eee0fd7164f4df99b3449fadf7573d,1651428902,【破净股数量创历史高位：超280家上市公司，股价跌破净资产】目前破净股数量已经创下历史高位。截至9月12日，剔除净资产为负的16只个股，破净股数量达到281只（前一日为283只），占两市总上市公司家数的8%，仅次于2008年10月1664.93点之时。详情：,query7,0
80f02d5e34ef8dcced32eeea603f3683,3056165324,美联储主席鲍威尔即将在NABE第61届年会上发表演讲了，题为“美联储的观点”。这对于黄金影响非常大，只要把握好进场点位，这其中的赢利点可想而知，非常可观。老师已经布局好单子，不想错过这波利润的朋友，赶快找我领单子。不管操作什么单子大家都要严格做好风控。 ????????,query1,1
