uuid,content,is_illegal,illegal_type,illegal_type_dict
168123,近日股市又是股灾式儿的情形！据可靠消息是股指做空所致。出现这一情形，主要是股市和股指期货都没有和实体经济紧密挂钩，或者是毫无联系！股市只想融资，股指期权光想狂赚，期权的套期保值没人用！股市融资权益资金形成财务杠杆的作用没人用！如果这样的话，股市、股指期权各自为政，对经济毫无用处，甚至是百害无一利！不是夸张。炒炒炒，最终是:白茫茫大地一片真干净！ 收起全文d,1,7,恶意抹黑监管机构
168115,摘一段别人的话给上面的猪和可怜的散民看看吧！：股指放开就是暴跌原因！！从周五的盘面看：大盘指数前一分钟爆拉，然后下一分钟就被莫名被直接砸下去。 50指数更为明显，整个走的就像狗啃过的一样，锯齿形状。 盘后从境外研究量化的媒体报道才明白这一现象。 MSCI指数纳入后， 又放开了期指。 一些基于AI的量化程序，在不断摸索中 发现了一条捷径： 就是每隔10分钟 集中资金轰一次茅台+平安+招行，就会在分时上造成指数暴涨，这是因为权重过大造成的。 而内地的投资人总以为是GJD救市，总在YY指数反弹，就会去跟风拉券商。 这些基于AI的量化程序，在下一分钟就会把刚才买入的权重股 加上现金赎回成50ETF ，然后抛出，同时开空期指锁定利润。 指数就立即暴跌一次； 10分钟后，再来一次.. 整个交易时间中 3个半小时，都是如此消耗和收割场内游资 和散户的有生力量。 到了尾盘 2:30， 大家看不到援军来救场，集体砸盘清仓。 基于AI的量化程序根据趋势开空期指。 下一个交易日 继续轮回。 直到场内有更多的新增资金为止。  此种情况，可能是两种人物所为，一种是外资主力，另一种就是内部主力，股指期货在这个时候开放我就呵呵了！为什么不是在2440开放？！主力资金利用资金优势在股票现货和期货里肆意收割散户股民！现货T+1期货T+0，只有做多没有做空的交易机制一切都是为割韭菜而设计的！奇葩的股市，造就了牛短熊长的现象，其实也不奇怪，定位就是融资的作用，通俗点说就是股民养企业！现在更多了一个任务就是扶贫！额滴个神啊不破不立健全机制大A还是有希望的，如果一成不变以后的散户会死得更惨的！。。。。。。 收起全文d,1,7,恶意抹黑监管机构
81692,【宁波女子刚投64万 被被踢出“炒股高手群”】民警了解到：报案人通过微信公众号认识了一名“炒股高手”，并被邀请加入了一个“炒股高手群”。经过微信群内所谓的“导师”对炒股知识的授课，以及助理的热心推荐，孙某购买了64万元所谓的“江苏顺心得环保科技有限公司”原始股。正当孙某怀揣着公司上市、原始股价值翻倍等美好的愿望之时，犹如晴天霹雳一般，她被踢出了微信群。紧接着，“导师”自称生病，随后便不知所踪。（宁波晚报）,1,3,非法发行证券
165924,【2019.5.15周三，大盘股指IF实时操作晒单_利润30.3万】今日大盘股指IF的操作，给大家连续实时展示，共计5笔操作，落袋利润21.4点，截止收盘回补多单账面浮亏1.2点，共计利润20.2点。股指1个点300元，如果你用基础最低1手来操作，今日利润为6060元，截止目前，和我合作的仓位共计大概50手左右，今日从市场劫取利润30.3万左右。。。。。。本周完毕，我将公布近四周的详细操作报告，从4月15日周一开始，截止目前，最近三周合计净盈利点数为560.8点，合计平均每笔操作手数30手，利润500万左右。在这里实时展示大盘股指的交易，有两个目的。第一、日内大盘的走势、时机可以供大家个股投资节奏参考，比如你个股想入场，但是日内找不好合适时机，可以等待我股指开多仓或者平空单的时间节点；当然，想日内卖出个股的，也可以参考我股指做空或者平多单的操作时机。第二、合作共赢。以目前的股指承受情况而言，合计100手的容量还是可以承受的。想想三周的时间就从市场劫取近500万的利润，我一个人的仓位估计还是办不到的。&#xe627;A股   &#xe627;股指期货   &#xe627;股指期货沪深300  #if1905实时信号——见证量化#  #趋势#  #震荡策略# #量化投资#  &#xe627;程序化 #全自动程序化交易#  &#xe627;大盘  &#xe627;股票   &#xe627;股指期货  #股指#   &#xe627;投资   &#xe627;金融   &#xe627;金融投资咨询 #清风操盘# 收起全文d,1,1,非法荐股
134095,股指期货日内稳定盈利压倒一切！期货市场是一个高度竞争的市场，是一个高风险、高收益的市场，是一个最能检验人性弱点的市场。实战第一、所有准备都是为了实战。股指期货日内交易、盘中看涨买、看跌卖。如何做到出手就赢？做交易具体怎么操作才把盘面上的钱赚到手里。。。当天赚到钱才是英雄本色！其他都是扯蛋！实战！实战、赚钱是硬道理！招聘热爱期指日内交易学员。。加微信；WSX156598   聊投机赚钱的事。。 2北京·溪山嘉园 收起全文d,1,1,非法荐股
152212,IPFS矿机（分布式存储服务器）合伙人招募！全国最高性价比的IPFS矿机！大家好，我姓朱，我是上海人，今年42岁。2003年毕业于上海理工大学，学的是计算机应用专业，1993年开始炒股，1997年做直销安利，2002年到2019年开始从事金融行业，2012年开始投资互联网项目，2015年开始接触比特币。2018年6月开始考察IPFS矿机，2020年1月开始推广IPFS矿机。我最大的梦想就是帮助大家赚到钱！现在，找我朱哥单独购买一台96T的IPFS矿机，就送一只价格4999元的华为MATE30PRO5G手机（可以折现）！免费指导您炒FIL币五年，让大家比同行平均值多赚十倍FIL币！现在，全国顶配专业区块链IPFS矿机（FILECOIN矿机）96T只要148000元，拼单最低买1T是1400元（免费指导您炒币25天）硬件质保3年，3年硬件坏了，只换不修，系统免费升级五年。朱哥诚心招全国合伙人:个人代理，一次性买8TIPFS矿机，提成是10%一、区代一次性购买2台IPFS矿机，提成是15%二、市代一次性购买3台IPFS矿机或者团队累积销售3台。提成是18%三、省代一次性购买10台IPFS矿机或者团队累积销售10台。提成是21%现在，找我朱哥单独购买一台96TIPFS矿机，送一只价格4999元的华为MATE 30PRO 5G手机！咨询电话和微信是13916241515（工作时间周一到周六上午9点到晚上7点，周日节日休息）#比特币##比特币矿机##qkl##IPFS##ipfs##分布式存储##分布式存储矿机##区块链##数字货币##IPFS##filecoin挖矿## Filecoin ##IPFS资讯##ipfs官方社区##蚂蚁矿机#矿机100问超话#蚂蚁矿机S17#区块链超话#区块链应用##区块链创投超话#区块链技术##区块链金融##区块链到底是啥##区块链超话##区块链游戏##以太坊##以太坊eth##以太坊游戏fomo3d游戏##eos##eos全星时代###星际联盟矿机怎么样？##ipfs星际联盟靠谱吗？##星际联盟矿机价格是多少钱？##星际联盟矿机排名？##上海星际联盟是什么公司？##ipfs是什么？##ipfscoin是什么？##ipfs矿机是什么？##fil币是什么？##星际网矿机##萤火虫区块链##蜂巢云矿场##星际无限##黑萤科技ipfs矿机##酷牛IPFS矿机##先河IPFS矿机##先东IPFS矿机##麦田云际IPFS矿机##星际大陆IPFS矿机##星际特工IPFS矿机##星际比特IPFS矿机##比诺IPFS魔盒##科极星球IPFS矿机##九存IPFS矿机##原力区IPFS矿机##IPFS中国社区##蛮牛IPFS矿机##鑫兜IPFS矿机##矿爷IPFS矿机##储迅IPFS矿机##链众IPFS矿机##荣来科技IPFS矿机##畅赛IPFS矿机##股票##今日看盘##股市##投资##比特币##A股##财经##東方財富##美股##期货##期货##数字货币##美元##原油##众筹##投资理财##女性创业##科技投资##币圈##filecoin矿机##区块链##虚拟现实##阿里云##云计算##物联网##马云##网络安全##机器人##拼多多##小米##以太坊##大数据##华为##人工智能##iPhone##手机##微信##互联网创业##支付宝##垃圾分类挑战##明道方承认已结婚生子##奔跑吧##王一博##朱一龙##蔡徐坤##王源##鹿晗##李现##赵丽颖##华晨宇##周杰伦##邓伦##张雨绮##张艺兴##爱豆能量月##任嘉伦##鞠婧祎##郑爽##吴亦凡##王俊凯##周深##孟美岐##李宇春##张杰##韩流势力榜##王琳凯##李汶翰##黄景瑜##万茜##张若昀##bilibili##房地产##买房##阿里云##生活服务##小米运动##数码##OPPO##北京租房##黑犇科技IPFS矿机##淘宝##綠洲# 2上海·合生汇 收起全文d,1,1,非法荐股
134608,【5G新主线优质股】私信回复2或加微信：Ytx71311 快速免费领取。关于5G的消息不断涌现，我想大家应该也比较好奇，有哪些优质的股票与5G试商用有受益关系的？当前 5G 产业链订单拉动已经开始，5G 板块正在从主题炒作过渡到业绩支撑，一些优质公司是有望率先受益的，相关优质股及业务竞争力强的一些案例股大家可以找群助理领取。（投资有风险，入市需谨慎）,1,1,非法荐股
146850,2020年牛哥和朋友们的那些股事：2020年02月 实盘指导操作！【备注：盈利图 由跟上操作的朋友提供！感谢你们对牛哥的支持！】2020年将开启全新的投资时代，新梦想新跨越！2020年必定是最好的投资年，也是财富增涨最重要的一年！2020年，牛哥一定会继续努力，再创辉煌，不断为大家奉上牛票！#推荐牛股##股市~a股~大盘~股票##个股行情##实盘直播##股市问答##炒股如何赚到钱##个股点评师##行情解析##盘面分析##个股解析##股票疯涨##股票##中国股市##股市直播##大盘~股市~股票~证券~中线~短线##今日股市点评##技术分析#,1,1,非法荐股
137283,落地！周一三个方向！（附三支龙头股）31， 大金融: 降准后利好大金融板块，实际上先知先觉的资金在周五已经做了布局，金融板块尾盘有明显的抢筹痕迹。盘子小，有辨识度的金融股大概率被通道顶死，比如生意宝，大智慧等，这些个股是没有操作机会的。有操作机会个股主要集中在周五尾盘抢筹，以及近两三天内有过涨停，大家记忆犹新的个股。周五尾盘抢筹：南京证券，同花顺，中信建投，东方财富；近期涨停：华创阳安，西安银行，国盛金控，中信建投，同花顺等。以上个股周一竞价好的拿一笔，第一个上板的无脑买入。2， 有辨识度的空间板：这里不仅仅指连板，也包括前期龙头。周五最高板是三板，分别是生意宝，天津普林，山鼎设计。分别代表三个方向，天津普林是科技，山鼎设计是实控人变更，生意宝是金融。如果周一给机会，三个都可以上。还有就是深南股份，周四空间板，周五没有连板，但是尾盘抢筹比较明显，周一情绪好，反包概率很高。3， 科技股：科技是大趋势，大盘向上，赚钱效应足，科技板块是一定有所动作的。昨天给出降准预期之后，最活跃的也是金融和科技。空间板天津普林，法尔胜，赛意信息等。趋势大票中兴通讯，蓝[gubar]思科技[/gubar]，长信科技，华工科技，中国软件，沪电股份等。存在的风险：港资近10天净买入超过500亿，这部分资金获利丰厚，周一高开之后存在获利盘止盈的风险。如果真是这样，大盘高开低走也不是没有可能。不过，大方向一定要清晰，这个位置即使回调，只是给了更舒服的买点，不久之后又会新高，底部已经非常明确，切不可高买低卖！微信：13728904532O网页链接 收起全文d,1,1,非法荐股
135596,发表了博文《07/11==股指期货T+0抄盘葵花宝典》07/11==股指期货T+0抄盘葵花宝典IF1907:箱顶--3828压力--3797多空--3788支撑--3778箱底--3748IH1907O07/11==股指期货T+0抄盘葵花宝典 ??,1,1,非法荐股
77941,今天早盘分享的精选个股华阳国际目前已经涨停了，恭喜目前买入的同学，想要享受一对一个股指导的同学，可以加入目前我们《再赢股市500点》活动计划，只需要办理一个免费的股指期货账户就可以跟上我们老师团队一对一指导操作精选个股。 ??,1,1,非法荐股
78878,赚钱出来后，各位就等待晚上的EIA 原油库存数据了！到时圣贤老师再实盘实时指导各位跟上赚美金#外汇黄金超话## 国际黄金##伦敦金走势##外盘黄金期货原油##贵金属# ????????,1,1,非法荐股
78773,今天欧盘没什么重要财金数据及财金事件的影响，所以行情相对较小，各位重点关注的还是今晚的美国初请失业金数据及美联储主席副主席就货币政策的讲话。各位不想仓位闲着也想在小波动中获取一定利益的，可以直接跟上实盘提示操作或者问我要单跟上即可，积少成多也是积累财富的一种方式。#外汇黄金超话## 国际黄金##伦敦金走势##外盘黄金期货原油##贵金属# ????????,1,1,非法荐股
79396,&#xe627;今日牛股超话 《午盘掘金》今日回顾：300464星徽精密个股回顾分析：002793东音股份 想要获取更多详情资料的朋友，请添加助理微信（tougu2019001）一对一私聊。L董齐安的微博视频 ????????,1,1,非法荐股
81702,2日四大证券报纸内容精华摘要有:券商前5个月IPO承销“进账”52亿；一揽子金融措施支持中小微企业发展 创设直达实体货币政策新工具；转板制度即将落地 激发新三板承上启下作用 #股票# #炒股# #股票开户# #万一免五# 低佣开户链接: O网页链接 ??,1,1,非法荐股
81689,"1010龙虎榜涨停精选宝鼎科技资金吹捧的方向是招金，不少投资者都将其对标九鼎新材。两者之间具有参考性，但是肯定不会复制，见顶方式也会有所不同。诚迈科技、中科软，这两只个股是都往国产软件方面带。中科软，连续两天把换手控制在50%以下。下午，宝信软件、中孚休信息、东方通都有拉升上板，中科软走了一波卡位，并加强了国产软件这个板块。该股的看点主要有，保险IT扛把子，中国科学院软件研究所背景，参与起草工信部《区块链和分布式账本技术参考架构》，国家信息安全（全部原始股股东均须签订协议不能私自转让股权给境外人士）。明日如果高开太多，在放量之前需要谨慎对待，可以关注分歧之后的机会。诚迈科技这次驱动是公告利好，并且有引导资金，入股深之度，牵手周鸿祎，发力国产操作系统，这几个关键词给出了很大的想象空间。印象中，诚迈科技自上市以来就一直吹概念，从无人驾驶到国产芯片再到华为海思，这次则是360的周鸿祎及国产操作系统。涨停连板个股：龙虎榜涨停精选个股：朗科科技【300042】题材概念：数字货币,云计算，二板。参与龙虎榜营业部分析：华泰证券股份有限公司北京东三环北路证券营业部最近30天内，该营业部平均胜率为 66.67% ，平均收益率为 5.25% 。共买入 6 只股票，其中涨幅大于15%的有 2 只，跌幅大于15%的有 1 只！皖维高新【600063】题材概念：业绩超预期，首板参与龙虎榜营业部分析：方正证券股份有限公司长沙黄兴中路证券营业部最近30天内，该营业部平均胜率为 71.43% ，平均收益率为 7.55% 。共买入 7 只股票，其中涨幅大于15%的有2只。最近在力帆股份、睿能科技反复操作，跟踪营业部操作的收益也可得到不错收获。买五：中信证券股份有限公司深圳总部证券营业部最近30天内，该营业部平均胜率为 50.0% ，平均收益率为 0.47% 。002524光正集团（涨停原因：业绩预增）自选营业部：1、华泰证券股份有限公司深圳红荔路证券营业部（买一）最近30天内，该营业部平均胜率为 58.33% ，平均收益率为 6.0% 。自选组合：无其他入选原因：高胜率营业部参与：1、国泰君安证券股份有限公司南京太平南路证券营业部（买三）最近30天内，该营业部平均胜率为 62.5% ，平均收益率为 0.61% 。部落战绩回顾：注意：此文仅作个人复盘记录使用，分享给大家，不作为投资建议【龙虎部落】是我们【启涨龙虎榜】为广大龙虎榜爱好者打造的一个股票社区！        【启涨龙虎榜】一直围绕着三点来制作的：数据图表化、选股简单化、分析多元化。目前我们已经实现了数据图表化及选股简单化，但怎样才能做到分析多元化呢？我们公司构思了很久，才决定建立【龙虎部落】这个功能，把市场上龙虎榜的爱好者都集中起来，百家争鸣，这不就是分析多元化的具体表现吗？是的，【龙虎部落】诞生了。那么问题又来了，怎样才能让【龙虎部落】长久的生存下去？怎样才能让股友过来建立部落？我们想到了一些办法，例如：会员们可以共享部落主的自选营业部及自选组合及免费浏览部落主的VIP数据分析文章（吸引客户）、客户加入部落的收益归部落主所有（吸引部落主）......这些方法是否能让【龙虎部落】成为一个会员之间共享和交流学习的平台呢？我们也不知道。建立一个专门的龙虎榜分析社区，我们在做出尝试，希望通过我们大家一起的努力，集思广益，让各种龙虎榜研究的思路和方法在这里汇聚，提炼，升华，使龙虎榜分析多元化，让股友们通过龙虎榜分析更好的在股市中盈利。龙虎榜部落O网页链接 收起全文d",1,1,非法荐股
81704,#新财富i学院产业研修班# 首批两家企业破茧而出，五只公募基金火爆开售，新三板精选层“冲刺出场”！转板新规下如何投资精选层？O6月11日晚上20:00，新三板最早研究团队领队 、安信证券新三板行业首席分析师诸海滨，深度讲解转板新规下的精选层投资策略，欢迎保存图片，微信扫码收看！ ????????,1,1,非法荐股
81690,【新三板公司“直转”上市带来的投资机会】#郑重看股#随着“转板”政策即将落地，意味着新三板进入提速期。对于投资者来说，新三板公司转板意味着身价飙升。这能不让投资者热血沸腾？我们来看看#新三板改革# 带来的投资机会有哪些？[心]我是@光头帮主 ，我的V+会员内容更新了～欢迎围观，和我一起探讨分享，我在#V+会员#等你～戳：O光头帮主的笔记本[心]#今日股市##微博财经##股市##财经头条##新浪财经##财经评论#&#xb0;新三板公司“直转”上市带来的投资机会,1,1,非法荐股
81718,&#xe627;股票 【新三板枢纽功能激活  重点关注三大投资主线】上周市场强势上行；创业板周涨12.83%，中小板、深成指涨幅10%左右，上证指数也有7.31%的涨幅。毫无争议的牛市行情。市场成交量重回万亿，且连续4天超过1.5万亿，全面上涨行情值得期待。周五，银行保险回调，带动A股展开调整，沪指大幅回落，创业板指数两次冲击2800点未果，尾盘跳水。盘面上，医疗、商业百货、酿酒、医药、国际贸易、港口水运、酿酒等行业领涨，保险、银行、黄金、煤炭、钢铁、有色等回调；题材股方面，退税商店、体外诊断、医疗器械、生物疫苗、深圳国资改革等涨幅居前，电子烟、稀缺资源、上证50、鸡肉概念、通用航空、可燃冰跌幅居前。巨丰投顾认为A股进入牛市状态。大金融、白酒、煤炭、钢铁、房地产等蓝筹股近期轮番走强后，A股估值水平总体上升。蓝筹股短线涨幅过大，存在技术修正的需求，不宜追高，周五银行保险大幅回调，盘后清查配资消息确认，预计券商也将出现回调。蓝筹股补涨行情完成后，市场仍将回归到此前的主线上。建议中线继续关注于科技股、国资改革、新能源汽车等确定性较强的板块。消息面新三板枢纽功能激活 焕发服务实体新面貌公开发行并设立精选层是本次新三板改革的关键举措。多位资深市场人士认为，公开发行、转板机制为优质挂牌公司打开成长壮大的“天花板”，市场分层、差异化制度设计和监管要求，将进一步提升新三板服务中小企业的能力。综合施策之下，优质公司不愿留、留不住，市场流动性不足等一系列问题有望得到纾解，新三板将真真切切发挥出枢纽功能，展现更具市场活力的新生态，推动多层次资本市场迈入互联互通新阶段，促进新三板市场更好服务实体经济和中小企业。来源：好股票(作者:丁臻宇 执业证书:A0680613040001)免责声明：以上内容仅供参考，不构成具体操作建议，据此操作盈亏自负、风险自担。O巨丰早评：蓝筹股暴涨后将出现修正关注巨丰投资资讯公众号（jf-hxnc），专业投资顾问坐阵直播间为您问答疑解惑！@新浪财经 @网易财经 收起全文d,1,1,非法荐股
81719,&#xe627;股票 【金融股调整提供抄底机会  下一个大牛行业或在低估值蓝筹股中产生】作者| 丁臻宇 编辑| QY盘面简述周一早盘，A股震荡走高，沪指收复3400点，创业板指数冲破2800。盘面上，农牧饲渔、有色、水泥建材、食品饮料、农药兽药、玻璃陶瓷、仪器仪表、医疗、医药、电子信息等行业领涨；题材股方面，水利建设、猪肉概念、转基因、维生素、蝗虫防治、医疗美容、生物疫苗、新能源汽车等涨幅居前，免税概念回调。大盘强势上行，蓝筹股迎来估值修复，逢低中线关注国资改革主题和科技股；短线关注事件性刺激和蓝筹股反弹机会。还在为如何操作犹豫不决？如何找到未来的投资机会？关注巨丰投顾旗下公众号“巨丰投资资讯”（ID: jf-hxnc) ，专业投资顾问坐阵直播间为您问答疑解惑！详细解盘市场热点、潜在机会，帮助您建立自己的交易体系。板块方面新能源车走强：启明信息、得润电子、江淮汽车、胜蓝股份、银轮股份、石大胜华涨停。消息面1、金融委：重拳打击资本市场违法犯罪行为中国政府网7月12日消息，国务院金融稳定发展委员会11日召开第三十六次会议要求，全面落实对资本市场违法犯罪行为“零容忍”要求，多措并举加强和改进证券执法工作，全力维护资本市场健康稳定和良好生态，提出由证监会会同相关部门建立“打击资本市场违法活动协调工作小组”等七大举措。2、新三板枢纽功能激活 焕发服务实体新面貌公开发行并设立精选层是本次新三板改革的关键举措。多位资深市场人士认为，公开发行、转板机制为优质挂牌公司打开成长壮大的“天花板”，市场分层、差异化制度设计和监管要求，将进一步提升新三板服务中小企业的能力。综合施策之下，优质公司不愿留、留不住，市场流动性不足等一系列问题有望得到纾解，新三板将真真切切发挥出枢纽功能，展现更具市场活力的新生态，推动多层次资本市场迈入互联互通新阶段，促进新三板市场更好服务实体经济和中小企业。3、银保监会：严查乱加杠杆和投机炒作行为银保监会新闻发言人日前表示，当前仍面临不良资产上升压力加大、部分中小金融机构问题较为严重、部分市场乱象有所反弹等突出风险，尤其是部分资金违规流入房市股市，推高资产泡沫。巨丰观点周一早盘，A股震荡走高，沪指收复3400点，创业板指数冲破2800。盘面上，农牧饲渔、有色、水泥建材、食品饮料、农药兽药、玻璃陶瓷、仪器仪表、医疗、医药、电子信息等行业领涨；题材股方面，水利建设、猪肉概念、转基因、维生素、蝗虫防治、医疗美容、生物疫苗、新能源汽车等涨幅居前，免税概念回调。医疗行业走强：硕世生物领涨，蓝帆医疗、美康生物、英科医疗、冠昊生物涨停，东富龙、迈德医疗、迦南科技、新华医疗、楚天科技、量子生物、热景生物、尚荣医疗等涨逾6%。农牧饲渔板块涨5%：北大荒、金新农、金健米业、苏垦农发涨停，荃银高科、众兴菌业、新五丰、京粮控股、万向德农、大北农、天邦股份、獐子岛、新农开发、雪榕生物、丰乐种业、龙大肉食、隆平高科涨逾7%。水利建设板块涨5%：钱江水利、青龙管业、国统股份、龙泉股份、安徽建工涨停，新界泵业、浙江力诺、三峡水利涨逾5%。好股票认为A股进入牛市状态。大金融、白酒、煤炭、钢铁、房地产等蓝筹股近期轮番走强后，A股估值水平总体上升。蓝筹股短线涨幅过大，存在技术修正的需求，不宜追高，上周五银行保险券商纷纷回调，盘后清查配资消息确认。周一开盘金融股回调之际，资金果断进场。农业、水利、医药等板块大幅走高，创业板再创新高。蓝筹股补涨行情完成后，市场重新回归到此前的科技股主线上。建议中线继续关注于科技股、国资改革、新能源汽车等确定性较强的板块。(作者:丁臻宇 执业证书:A0680613040001)关注巨丰投资资讯公众号（jf-hxnc），专业投资顾问坐阵直播间为您问答疑解惑！来源：好股票免责声明：以上内容仅供参考，不构成具体操作建议，据此操作盈亏自负、风险自担。 收起全文d,1,1,非法荐股
